feature,importance
customerID_0164-APGRB,0.0
customerID_0164-XAIRP,0.0
customerID_0174-QRVVY,0.0
customerID_0177-PXBAT,6.310672074045249e-06
customerID_0178-CIIKR,0.0
customerID_0178-SZBHO,0.0
customerID_0181-RITDD,0.0
customerID_0186-CAERR,0.0
customerID_0187-WZNAB,0.0
customerID_0188-GWFLE,0.0
customerID_0191-ZHSKZ,0.0
customerID_0193-ESZXP,0.0
customerID_0195-IESCP,0.0
customerID_0196-JTUQI,0.0
customerID_0196-VULGZ,0.0
customerID_0197-PNKNK,0.0
customerID_0201-MIBOL,0.0
customerID_0201-OAMXR,0.0
customerID_0203-HHYIJ,3.59495740044662e-05
customerID_0206-OYVOC,0.0
customerID_0206-TBWLC,0.0
customerID_0207-MDKNV,0.0
customerID_0208-BPQEJ,0.0
customerID_0212-ISBBF,0.0
customerID_0215-BQKGS,0.0
customerID_0218-QNVAS,0.0
customerID_0219-QAERP,0.0
customerID_0219-YTZUE,0.0
customerID_0220-EBGCE,0.0
customerID_0221-WMXNQ,0.0
customerID_0224-HJAPT,0.0
customerID_0224-NIJLP,0.0
customerID_0224-RLWWD,0.0
customerID_0225-ZORZP,0.0
customerID_0228-MAUWC,0.0
customerID_0229-LFJAF,0.0
customerID_0230-WEQUW,0.0
customerID_0231-LXVAP,0.0
customerID_0233-FTHAV,0.0
customerID_0234-TEVTT,0.0
customerID_0236-HFWSV,0.0
customerID_0237-YFUTL,0.0
customerID_0238-WHBIQ,0.0
customerID_0239-OXEXL,0.0
customerID_0244-LGNFY,0.0
customerID_0247-SLUJI,0.0
customerID_0248-IPDFW,0.0
customerID_0248-PGHBZ,0.0
customerID_0253-ZTEOB,0.0
customerID_0254-FNMCI,0.0
customerID_0254-KCJGT,0.0
customerID_0254-WWRKD,0.0
customerID_0257-KXZGU,0.0
customerID_0257-ZESQC,0.0
customerID_0259-GBZSH,0.0
customerID_0260-ZDLGK,0.0
customerID_0263-FJTQO,0.0
customerID_0264-CNITK,0.0
customerID_0265-EDXBD,0.0
customerID_0265-PSUAE,0.0
customerID_0266-CLZKZ,0.0
customerID_0266-GMEAO,0.0
customerID_0268-QKIWO,2.4697567619405276e-05
customerID_0269-XFESX,0.0
customerID_0270-THENM,0.0
customerID_0274-JKUJR,0.0
customerID_0277-ORXQS,0.0
customerID_0278-YXOOG,1.4911944014146291e-05
customerID_0280-XJGEX,0.0
customerID_0282-NVSJS,0.0
customerID_0285-INHLN,0.0
customerID_0289-IVARM,0.0
customerID_0292-WEGCH,0.0
customerID_0295-PPHDO,0.0
customerID_0298-XACET,0.0
customerID_0301-FIDRB,0.0
customerID_0302-JOIVN,0.0
customerID_0303-UNCIP,0.0
customerID_0303-WMMRN,0.0
customerID_0305-SQECB,0.0
customerID_0306-JAELE,0.0
customerID_0308-GIQJT,0.0
customerID_0308-IVGOK,0.0
customerID_0310-SUCIN,0.0
customerID_0310-VQXAM,0.0
customerID_0311-QYWSS,0.0
customerID_0311-UNPFF,8.225394882380894e-06
customerID_0314-TKOSI,0.0
customerID_0318-QUUOB,0.0
customerID_0318-ZOPWS,0.0
customerID_0319-QZTCO,0.0
customerID_0320-DWVTU,0.0
customerID_0320-JDNQG,0.0
customerID_0322-CHQRU,0.0
customerID_0322-YINQP,0.0
customerID_0324-BRPCJ,0.0
customerID_0325-XBFAC,6.8594423345570186e-06
customerID_0326-VDYXE,0.0
customerID_0328-GRPMV,0.0
customerID_0329-GTIAJ,0.0
customerID_0330-BGYZE,0.0
customerID_0334-GDDSO,0.0
customerID_0334-ZFJSR,0.0
customerID_0336-PIKEI,0.0
customerID_0337-CNPZE,0.0
customerID_0343-QLUZP,0.0
customerID_0345-HKJVM,0.0
customerID_0348-SDKOL,0.0
customerID_0354-VXMJC,0.0
customerID_0354-WYROK,0.0
customerID_0356-ERHVT,0.0
customerID_0356-OBMAC,0.0
customerID_0357-NVCRI,0.0
customerID_0361-HJRDX,0.0
customerID_0362-RAOQO,0.0
customerID_0362-ZBZWJ,0.0
customerID_0363-SVHYR,0.0
customerID_0365-GXEZS,0.0
customerID_0365-TRTPY,0.0
customerID_0366-NQSHS,0.0
customerID_0369-ZGOVK,0.0
customerID_0373-AIVNJ,0.0
customerID_0374-AACSZ,0.0
customerID_0374-FIUCA,0.0
customerID_0374-IOEGQ,0.0
customerID_0375-HVGXO,0.0
customerID_0376-OIWME,0.0
customerID_0378-CJKPV,0.0
customerID_0378-NHQXU,0.0
customerID_0378-TOVMS,0.0
customerID_0378-XSZPU,2.2152212762132803e-05
customerID_0380-NEAVX,0.0
customerID_0380-ZCSBI,0.0
customerID_0384-LPITE,0.0
customerID_0384-RVBPI,0.0
customerID_0386-CWRGM,0.0
customerID_0392-BZIUW,0.0
customerID_0394-YONDK,0.0
customerID_0396-HUJBP,0.0
customerID_0396-UKGAI,0.0
customerID_0396-YCHWO,0.0
customerID_0397-GZBBC,0.0
customerID_0401-WDBXM,0.0
customerID_0402-CQAJN,0.0
customerID_0402-OAMEN,0.0
customerID_0404-AHASP,0.0
customerID_0404-SWRVG,0.0
customerID_0406-BPDVR,0.0
customerID_0407-BDJKB,0.0
customerID_0410-IPFTY,0.0
customerID_0411-EZJZE,0.0
customerID_0415-MOSGF,0.0
customerID_0419-YAAPX,0.0
customerID_0420-BWTPW,8.061833465832288e-06
customerID_0420-HLGXF,0.0
customerID_0420-TXVSG,0.0
customerID_0422-OHQHQ,0.0
customerID_0423-UDIJQ,0.0
customerID_0426-TIRNE,0.0
customerID_0428-AXXLJ,0.0
customerID_0432-CAJZV,0.0
customerID_0434-CSFON,0.0
customerID_0439-IFYUN,0.0
customerID_0440-EKDCF,0.0
customerID_0440-MOGPM,0.0
customerID_0440-UEDAI,0.0
customerID_0442-TDYUO,0.0
customerID_0442-ZXKVS,0.0
customerID_0454-OKRCT,0.0
customerID_0455-ENTCR,0.0
customerID_0455-XFASS,0.0
customerID_0458-HEUZG,6.300349303733058e-07
customerID_0459-SPZHJ,0.0
customerID_0461-CVKMU,0.0
customerID_0463-TXOAK,0.0
customerID_0463-WZZKO,0.0
customerID_0463-ZSDNT,4.50981364778631e-06
customerID_0464-WJTKO,0.0
customerID_0468-YRPXN,0.0
customerID_0471-ARVMX,4.009990085432649e-06
customerID_0471-LVHGK,9.865810960685797e-06
customerID_0475-RIJEP,0.0
customerID_0479-HMSWA,0.0
customerID_0480-BIXDE,0.0
customerID_0481-SUMCB,0.0
customerID_0484-FFVBJ,0.0
customerID_0485-ZBSLN,0.0
customerID_0486-LGCCH,0.0
customerID_0487-RPVUM,4.6193966495279e-06
customerID_0488-GSLFR,0.0
customerID_0489-WMEMG,0.0
customerID_0495-RVCBF,0.0
customerID_0495-ZBNGW,0.0
customerID_0496-AHOOK,0.0
customerID_0504-HHAPI,7.125584261748706e-06
customerID_0505-SPOOW,0.0
customerID_0508-OOLTO,3.6612630084424744e-06
customerID_0508-SQWPL,0.0
customerID_0511-JTEOY,0.0
customerID_0512-FLFDW,0.0
customerID_0515-YPMCW,0.0
customerID_0516-OOHAR,0.0
customerID_0516-QREYC,0.0
customerID_0516-UXRMT,0.0
customerID_0516-VRYBW,4.4945770444433434e-05
customerID_0516-WJVXC,4.757872099631562e-06
customerID_0519-XUZJU,0.0
customerID_0520-FDVVT,0.0
customerID_0523-VNGTF,0.0
customerID_0526-SXDJP,0.0
customerID_0529-ONKER,0.0
customerID_0530-IJVDB,0.0
customerID_0531-XBKMM,0.0
customerID_0531-ZZJWQ,0.0
customerID_0533-BNWKF,7.592918665915753e-06
customerID_0533-UCAAU,0.0
customerID_0536-ACXIP,0.0
customerID_0536-BGFMZ,0.0
customerID_0536-ESJEP,0.0
customerID_0537-QYZZN,0.0
customerID_0541-FITGH,0.0
customerID_0547-HURJB,0.0
customerID_0549-CYCQN,0.0
customerID_0550-DCXLH,1.3384213196184917e-06
customerID_0557-ASKVU,0.0
customerID_0559-CKHUS,0.0
customerID_0562-FGDCR,0.0
customerID_0562-HKHML,0.0
customerID_0562-KBDVM,0.0
customerID_0564-JJHGS,0.0
customerID_0564-MUUQK,0.0
customerID_0565-IYCGT,1.995689396339325e-05
customerID_0565-JUPYD,0.0
customerID_0567-GGCAC,0.0
customerID_0567-XRHCU,0.0
customerID_0568-ONFPC,0.0
customerID_0570-BFQHT,0.0
customerID_0572-ZJKLT,0.0
customerID_0575-CUQOV,0.0
customerID_0577-WHMEV,0.0
customerID_0578-SKVMF,0.0
customerID_0580-PIQHM,0.0
customerID_0581-BXBUB,0.0
customerID_0582-AVCLN,0.0
customerID_0584-BJQGZ,0.0
customerID_0585-EGDDA,0.0
customerID_0587-DMGBH,0.0
customerID_0594-UFTUL,0.0
customerID_0595-ITUDF,0.0
customerID_0596-BQCEQ,7.895565660078665e-06
customerID_0599-XNYDO,0.0
customerID_0601-WZHJF,0.0
customerID_0602-DDUML,0.0
customerID_0603-OLQDC,0.0
customerID_0607-DAAHE,5.710066446878014e-05
customerID_0607-MVMGC,0.0
customerID_0608-JDVEC,0.0
customerID_0612-RTZZA,0.0
customerID_0617-AQNWT,2.5027037069529893e-05
customerID_0617-FHSGK,1.019797866955218e-05
customerID_0618-XWMSS,9.50093152573091e-06
customerID_0619-OLYUR,0.0
customerID_0620-DLSLK,0.0
customerID_0620-XEFWH,3.0408037739630347e-06
customerID_0621-CXBKL,0.0
customerID_0621-HJWXJ,0.0
customerID_0621-JFHOL,0.0
customerID_0621-TSSMU,0.0
customerID_0621-TWIEM,0.0
customerID_0623-GDISB,0.0
customerID_0623-IIHUG,0.0
customerID_0625-AFOHS,0.0
customerID_0626-QXNGV,0.0
customerID_0634-SZPQA,0.0
customerID_0635-WKOLD,0.0
customerID_0637-KVDLV,0.0
customerID_0637-UBJRP,7.217522703358032e-06
customerID_0637-YLETY,0.0
customerID_0639-TSIQW,2.5266239140176745e-05
customerID_0640-YJTPY,0.0
customerID_0641-EVBOJ,0.0
customerID_0643-OKLRP,3.649974433320266e-06
customerID_0644-OQMDK,0.0
customerID_0650-BWOZN,0.0
customerID_0654-HMSHN,0.0
customerID_0654-PQKDW,0.0
customerID_0655-YDGFJ,0.0
customerID_0657-DOGUM,0.0
customerID_0661-KBKPA,0.0
customerID_0661-KQHNK,0.0
customerID_0661-WCQNQ,0.0
customerID_0661-XEYAN,0.0
customerID_0666-UXTJO,0.0
customerID_0667-NSRGI,0.0
customerID_0673-IGUQO,0.0
customerID_0674-DGMAQ,0.0
customerID_0674-EYYZV,9.737206834825104e-06
customerID_0674-GCDXG,0.0
customerID_0675-NCDYU,0.0
customerID_0679-TDGAK,0.0
customerID_0680-DFNNY,0.0
customerID_0682-USIXD,0.0
customerID_0684-AOSIH,0.0
customerID_0687-ZVTHB,6.236718759026179e-05
customerID_0689-DSXGL,0.0
customerID_0689-NKYLF,0.0
customerID_0691-IFBQW,7.984470474845936e-06
customerID_0691-JVSYA,1.0884516094801379e-05
customerID_0696-UKTOX,0.0
customerID_0697-ZMSWS,0.0
customerID_0699-NDKJM,0.0
customerID_0701-RFGFI,0.0
customerID_0702-PGIBZ,0.0
customerID_0704-VCUMB,0.0
customerID_0707-HOVVN,0.0
customerID_0708-LGSMF,0.0
customerID_0708-SJDIS,0.0
customerID_0709-TVGUR,0.0
customerID_0716-BQNDX,0.0
customerID_0722-SVSFK,0.0
customerID_0722-TROQR,0.0
customerID_0723-DRCLG,0.0
customerID_0723-FDLAY,0.0
customerID_0725-CXOTM,0.0
customerID_0727-BMPLR,7.680313628104038e-06
customerID_0727-BNRLG,0.0
customerID_0727-IWKVK,0.0
customerID_0730-BGQGF,0.0
customerID_0730-KOAVE,0.0
customerID_0731-EBJQB,0.0
customerID_0734-OXWBT,0.0
customerID_0739-UUAJR,0.0
customerID_0742-LAFQK,0.0
customerID_0742-NXBGR,0.0
customerID_0743-HNPFG,0.0
customerID_0743-HRVFF,0.0
customerID_0744-BIKKF,0.0
customerID_0746-JTRFU,0.0
customerID_0748-RDGGM,1.6247167884630618e-05
customerID_0749-IRGQE,0.0
customerID_0750-EKNGL,0.0
customerID_0754-UKWQP,0.0
customerID_0756-MPZRL,0.0
customerID_0757-WCUUZ,0.0
customerID_0761-AETCS,0.0
customerID_0769-MURVM,0.0
customerID_0771-CHWSK,0.0
customerID_0771-WLCLA,0.0
customerID_0772-GYEQQ,0.0
customerID_0774-IFUVM,0.0
customerID_0774-RMNUW,0.0
customerID_0780-XNZFN,0.0
customerID_0781-LKXBR,0.0
customerID_0784-GTUUK,0.0
customerID_0784-ZQJZX,0.0
customerID_0786-IVLAW,0.0
customerID_0786-VSSUD,0.0
customerID_0787-LHDYT,0.0
customerID_0788-DXBFY,0.0
customerID_0793-TWELN,0.0
customerID_0794-YVSGE,0.0
customerID_0795-GMVQO,0.0
customerID_0795-LAFGP,0.0
customerID_0795-XCCTE,6.346111333104984e-07
customerID_0799-DDIHE,0.0
customerID_0804-XBFBV,0.0
customerID_0804-YGEQV,0.0
customerID_0807-ZABDG,2.374277608423004e-05
customerID_0810-BDHAW,0.0
customerID_0810-DHDBD,0.0
customerID_0811-GSDTP,0.0
customerID_0812-WUPTB,0.0
customerID_0815-MFZGM,0.0
customerID_0816-TSPHQ,0.0
customerID_0817-HSUSE,0.0
customerID_0820-FNRNX,0.0
customerID_0822-GAVAP,0.0
customerID_0827-ITJPH,0.0
customerID_0829-DDVLK,0.0
customerID_0831-JNISG,0.0
customerID_0836-SEYLU,0.0
customerID_0839-JTCUD,0.0
customerID_0839-QNXME,1.2718199239949817e-06
customerID_0840-DCNZE,0.0
customerID_0840-DFEZH,9.290939063653975e-06
customerID_0842-IWYCP,0.0
customerID_0843-WTBXE,0.0
customerID_0847-HGRML,0.0
customerID_0848-SOMKO,0.0
customerID_0848-ZGQIJ,0.0
customerID_0853-NWIFK,0.0
customerID_0854-UYHZD,0.0
customerID_0856-NAOES,0.0
customerID_0859-YGKFW,0.0
customerID_0862-PRCBS,0.0
customerID_0864-FVJNJ,0.0
customerID_0867-LDTTC,0.0
customerID_0867-MKZVY,0.0
customerID_0868-VJRDR,0.0
customerID_0869-PAPRP,0.0
customerID_0870-VEMYL,0.0
customerID_0871-OPBXW,0.0
customerID_0871-URUWO,0.0
customerID_0872-CASZJ,0.0
customerID_0872-JCPIB,0.0
customerID_0872-NXJYS,0.0
customerID_0875-CABNR,0.0
customerID_0877-SDMBN,0.0
customerID_0880-FVFWF,4.594257731187562e-06
customerID_0880-TKATG,0.0
customerID_0883-EIBTI,5.310410409572326e-06
customerID_0885-HMGPY,0.0
customerID_0887-HJGAR,0.0
customerID_0887-WBJVH,0.0
customerID_0895-DQHEW,0.0
customerID_0895-UADGO,0.0
customerID_0897-FEGMU,0.0
customerID_0898-XCGTF,0.0
customerID_0899-LIIBW,0.0
customerID_0899-WZRSD,0.0
customerID_0902-XKXPN,0.0
customerID_0907-HQNTS,0.0
customerID_0913-XWSCN,0.0
customerID_0916-QOFDP,8.590094419770572e-06
customerID_0917-EZOLA,1.6837555843477946e-05
customerID_0921-OHLVP,0.0
customerID_0925-VYDLG,0.0
customerID_0927-CNGRH,0.0
customerID_0927-LCSMG,0.0
customerID_0928-XUTSN,0.0
customerID_0929-HYQEW,0.0
customerID_0929-PECLO,0.0
customerID_0930-EHUZA,0.0
customerID_0932-YIXYU,0.0
customerID_0939-EREMR,0.0
customerID_0939-YAPAF,2.7993038683081824e-06
customerID_0940-OUQEC,0.0
customerID_0942-KOWSM,0.0
customerID_0943-ZQPXH,0.0
customerID_0945-TSONX,0.0
customerID_0946-CLJTI,6.244825110753071e-06
customerID_0947-IDHRQ,0.0
customerID_0947-MUGVO,6.8680303634132575e-06
customerID_0953-LGOVU,0.0
customerID_0956-ACVZC,0.0
customerID_0956-SYCWG,0.0
customerID_0958-YHXGP,0.0
customerID_0960-HUWBM,0.0
customerID_0962-CQPWQ,0.0
customerID_0963-ZBDRN,0.0
customerID_0967-BMLBD,0.0
customerID_0968-GSIKN,0.0
customerID_0970-QXPXW,0.0
customerID_0971-QIFJK,0.0
customerID_0973-KYVNF,0.0
customerID_0975-VOOVL,0.0
customerID_0979-MOZQI,0.0
customerID_0980-FEXWF,0.0
customerID_0980-PVMRC,0.0
customerID_0983-TATYJ,0.0
customerID_0988-AADSA,0.0
customerID_0988-JRWWP,0.0
customerID_0991-BRRFB,1.2209552258833302e-05
customerID_0993-OSGPT,0.0
customerID_0997-YTLNY,0.0
customerID_0999-QXNSA,0.0
customerID_1000-AJSLD,0.0
customerID_1009-IRMNA,0.0
customerID_1010-DIAUQ,0.0
customerID_1013-QCWAM,0.0
customerID_1015-JPFYW,0.0
customerID_1015-OWJKI,0.0
customerID_1016-DJTSV,0.0
customerID_1017-FBQMM,0.0
customerID_1020-JPQOW,0.0
customerID_1022-RKXDR,0.0
customerID_1024-KPRBB,0.0
customerID_1024-VRZHF,0.0
customerID_1025-FALIX,0.0
customerID_1027-LKKQQ,0.0
customerID_1028-FFNJK,5.833307662413253e-06
customerID_1029-QFBEN,0.0
customerID_1031-IIDEO,0.0
customerID_1032-MAELW,0.0
customerID_1038-ZAGBI,7.710096579255836e-05
customerID_1041-RXHRA,1.7006033620863315e-05
customerID_1042-HFUCW,0.0
customerID_1043-YCUTE,6.930788985832169e-05
customerID_1047-NNCBF,0.0
customerID_1049-FYSYG,0.0
customerID_1051-EQPZR,0.0
customerID_1051-GEJLJ,0.0
customerID_1053-MXTTK,0.0
customerID_1057-FOGLZ,0.0
customerID_1060-ENTOF,0.0
customerID_1061-PNTHC,0.0
customerID_1063-DHQJF,0.0
customerID_1064-FBXNK,0.0
customerID_1073-XXCZD,0.0
customerID_1075-BGWOH,0.0
customerID_1077-HUUJM,0.0
customerID_1078-TDCRN,0.0
customerID_1080-BWSYE,0.0
customerID_1084-MNSMJ,0.0
customerID_1084-UQCHV,0.0
customerID_1085-LDWAM,0.0
customerID_1086-LXKFY,0.0
customerID_1087-GRUYI,0.0
customerID_1088-AUUZZ,0.0
customerID_1088-CNNKB,0.0
customerID_1089-HDMKP,0.0
customerID_1089-XZWHH,0.0
customerID_1090-PYKCI,0.0
customerID_1091-SOZGA,0.0
customerID_1092-WPIVQ,0.0
customerID_1093-YSWCA,0.0
customerID_1094-BKOSX,0.0
customerID_1095-JUDTC,0.0
customerID_1095-WGNGG,0.0
customerID_1096-ADRUX,0.0
customerID_1098-KFQEC,0.0
customerID_1098-TDVUQ,0.0
customerID_1099-BTKWT,0.0
customerID_1099-GODLO,0.0
customerID_1100-DDVRV,0.0
customerID_1101-SSWAG,0.0
customerID_1104-FEJAM,0.0
customerID_1104-TNLZA,0.0
customerID_1106-HRLKZ,0.0
customerID_1110-KYLGQ,0.0
customerID_1114-CENIM,0.0
customerID_1116-DXXDF,0.0
customerID_1116-FRYVH,0.0
customerID_1120-BMWUB,0.0
customerID_1121-QSIVB,0.0
customerID_1122-JWTJW,0.0
customerID_1122-YJBCS,0.0
customerID_1125-SNVCK,0.0
customerID_1131-ALZWV,0.0
customerID_1131-QQZEB,0.0
customerID_1131-SUEKT,0.0
customerID_1133-KXCGE,0.0
customerID_1134-YWTYF,0.0
customerID_1135-HIORI,0.0
customerID_1135-LMECX,0.0
customerID_1136-XGEQU,0.0
customerID_1137-DGOWI,0.0
customerID_1142-IHLOO,0.0
customerID_1142-WACZW,0.0
customerID_1150-FTQGN,0.0
customerID_1153-GNOLC,0.0
customerID_1154-HYWWO,6.439034555029984e-07
customerID_1157-BQCUW,0.0
customerID_1159-WFSGR,0.0
customerID_1162-ECVII,0.0
customerID_1163-ONYEY,0.0
customerID_1163-VIPRI,0.0
customerID_1167-OYZJF,0.0
customerID_1169-SAOCL,0.0
customerID_1169-WCVAK,0.0
customerID_1172-VIYBP,0.0
customerID_1173-NOEYG,0.0
customerID_1173-XZPYF,0.0
customerID_1174-FGIFN,0.0
customerID_1177-XZBJL,0.0
customerID_1178-PZGAB,0.0
customerID_1183-CANVH,0.0
customerID_1184-PJVDB,0.0
customerID_1187-WILMM,0.0
customerID_1193-RTSLK,1.0112224019957904e-05
customerID_1194-HVAIF,0.0
customerID_1194-SPVSP,0.0
customerID_1195-OIYEJ,0.0
customerID_1196-AMORA,0.0
customerID_1197-BVMVG,7.3107586995194495e-06
customerID_1202-KKGFU,0.0
customerID_1206-EHBDD,0.0
customerID_1207-BLKSA,0.0
customerID_1208-DNHLN,3.714527223480764e-05
customerID_1209-VFFOC,0.0
customerID_1213-NGCUN,0.0
customerID_1215-EXRMO,0.0
customerID_1215-FIGMP,0.0
customerID_1215-VFYVK,0.0
customerID_1216-BGTSP,0.0
customerID_1216-JWVUX,0.0
customerID_1217-VASWC,0.0
customerID_1218-VKFPE,5.136243805232819e-05
customerID_1219-NNDDO,0.0
customerID_1221-GHZEP,0.0
customerID_1222-KJNZD,0.0
customerID_1226-IENZN,0.0
customerID_1226-JZNKR,0.0
customerID_1226-UDFZR,0.0
customerID_1228-FZFRV,6.0022015803343494e-06
customerID_1228-ZLNBX,0.0
customerID_1231-YNDEK,0.0
customerID_1237-WIYYZ,0.0
customerID_1240-HCBOH,0.0
customerID_1241-EZFMJ,0.0
customerID_1241-FPMOF,0.0
customerID_1245-HARPS,0.0
customerID_1248-DYXUB,0.0
customerID_1251-KRREG,0.0
customerID_1251-STYSZ,0.0
customerID_1254-IZEYF,0.0
customerID_1257-SXUXQ,0.0
customerID_1258-YMZNM,0.0
customerID_1260-TTRXI,7.981921805955412e-06
customerID_1261-FWTTE,5.330338246975772e-06
customerID_1262-OPMFY,0.0
customerID_1264-BYWMS,0.0
customerID_1265-XTECC,0.0
customerID_1266-NZYUI,0.0
customerID_1268-ASBGA,3.870828396720467e-06
customerID_1269-FOYWN,0.0
customerID_1271-SJBGZ,0.0
customerID_1271-UODNO,0.0
customerID_1273-MTETI,0.0
customerID_1282-IHQAC,0.0
customerID_1285-OKIPP,0.0
customerID_1291-CUOCY,0.0
customerID_1293-BSEUN,0.0
customerID_1297-VQDRP,3.263966635452809e-06
customerID_1298-PHBTI,0.0
customerID_1299-AURJA,0.0
customerID_1301-LOPVR,0.0
customerID_1302-UHBDD,0.0
customerID_1304-BCCFO,0.0
customerID_1304-NECVQ,0.0
customerID_1304-SEGFY,0.0
customerID_1306-RPWXZ,0.0
customerID_1307-ATKGB,0.0
customerID_1307-TVUFB,0.0
customerID_1309-BXVOQ,0.0
customerID_1309-XGFSN,0.0
customerID_1310-QRITU,0.0
customerID_1319-YLZJG,0.0
customerID_1320-GVNHT,0.0
customerID_1320-REHCS,0.0
customerID_1322-AGOQM,2.371004417850059e-05
customerID_1323-OOEPC,0.0
customerID_1324-NLTJE,0.0
customerID_1325-USMEC,0.0
customerID_1333-PBMXB,0.0
customerID_1334-FJSVR,0.0
customerID_1334-PDUKM,0.0
customerID_1335-HQMKX,0.0
customerID_1335-NTIUC,0.0
customerID_1336-EZFZY,0.0
customerID_1337-BOZWO,0.0
customerID_1338-CECEE,0.0
customerID_1342-JPNKI,0.0
customerID_1343-EHPYB,0.0
customerID_1346-PJWTK,0.0
customerID_1346-UFHAX,0.0
customerID_1347-KTTTA,0.0
customerID_1349-WXNGG,0.0
customerID_1352-HNSAW,0.0
customerID_1352-VHKAJ,0.0
customerID_1353-GHZOS,0.0
customerID_1353-LJWEM,0.0
customerID_1354-YZFNB,0.0
customerID_1356-MKYSK,0.0
customerID_1357-BIJKI,0.0
customerID_1360-JYXKQ,0.0
customerID_1360-RCYRT,4.774374819651865e-06
customerID_1360-XFJMR,0.0
customerID_1363-TXLSL,0.0
customerID_1371-OJCEK,0.0
customerID_1371-WEPDS,0.0
customerID_1373-ORVIZ,7.40973543104489e-06
customerID_1374-DMZUI,0.0
customerID_1379-FRVEB,0.0
customerID_1383-EZRWL,2.001738052527778e-05
customerID_1384-RCUXW,0.0
customerID_1385-TQOZW,0.0
customerID_1386-ZIKUV,0.0
customerID_1389-CXMLU,5.385717445902359e-06
customerID_1389-WNUIB,0.0
customerID_1393-IMKZG,9.613805182590748e-06
customerID_1394-SUIUH,0.0
customerID_1396-QWFBJ,0.0
customerID_1397-XKKWR,0.0
customerID_1399-OUPJN,0.0
customerID_1399-UBQIU,0.0
customerID_1400-MMYXY,0.0
customerID_1400-WIVLL,0.0
customerID_1401-FTHFQ,0.0
customerID_1402-PTHGN,0.0
customerID_1403-GYAFU,0.0
customerID_1403-LKLIK,0.0
customerID_1406-PUQVY,0.0
customerID_1407-DIGZV,0.0
customerID_1409-PHXTF,4.558342679001151e-06
customerID_1410-RSCMR,0.0
customerID_1414-YADCW,0.0
customerID_1415-YFWLT,0.0
customerID_1421-HCERK,0.0
customerID_1422-DGUBX,0.0
customerID_1423-BMPBQ,0.0
customerID_1427-VERSM,0.0
customerID_1428-GTBJJ,0.0
customerID_1428-IEDPR,0.0
customerID_1430-SFQSA,0.0
customerID_1431-AIDJQ,0.0
customerID_1431-CYWMH,0.0
customerID_1432-FPAXX,0.0
customerID_1439-LCGVL,0.0
customerID_1442-BQPVU,0.0
